"boot.hrs.os"	"boot.hrs.dss"	"boot.hrs.rfs"
-0.0940952634041265	-1.87946411243511	-1.13255254093484
-0.201145612419747	-1.90577738421683	-1.60107787854335
-0.142482722954335	-1.4975058598078	-1.6355522667493
-1.02341838284572	-2.04064375520567	-1.50599438493311
-0.0768082537480684	-2.2094017148385	-0.953337449873135
-0.940376818050998	-2.04336956752132	-0.752410779291784
0.180890285678094	-1.21723667979596	-2.47506307802634
0.942710506713756	-1.69771596760802	-0.871929119905386
-0.923476869450076	-0.940675879827804	-1.58273286067796
1.35191590520012	-0.605459646305968	-1.57171809012604
1.22870529139252	-1.872627470429	-0.463801596611199
-0.315453555082737	-1.56791760676759	-0.820990524967989
-0.0908576207609467	-2.27167656091463	-1.30642643139879
-2.14457167138966	-1.19306609508629	-1.35284683116559
-2.16212361094183	-1.01372833845744	-0.834036975032541
0.399149162304385	-2.8455076064774	-1.43283283692871
0.105333640594021	-1.70480720120444	-1.16761505045604
0.373451032828172	-1.90773833166536	-1.86245519686166
-0.157190807456933	-2.36535089043531	-1.10219695181472
-1.65250707165952	-1.98643441204574	-1.49498412883448
-1.17332986275303	-2.13159331354852	-2.29420199592574
-0.735218541019645	-2.01246759020261	-2.61968407004168
-0.984774950733573	-1.91727528419712	-0.473438676560322
-1.62941305846557	-1.42870753804013	-1.63077420919892
1.43630941672883	-1.93477312380123	-2.80476788692046
0.962397273152152	-1.17086823250719	-1.29642033296864
-0.787989981384242	-2.09982025062232	-2.25735043593834
-1.31958783424661	-1.65912316125295	-1.13830809802087
-1.97739915510035	-2.31388958991067	-2.76401042479445
0.579154754195806	-2.50138808801032	-2.06895911884287
-0.095099069588538	-1.7264625474385	-2.25814421791616
-0.101678645400298	-2.12516197000246	-2.42694702964035
-0.794003805595144	-1.92628123029124	-0.850857820789684
-1.77967258178681	-0.815144146043914	-3.01935024544517
-0.08382489940018	-2.00169253430207	0.26410965171063
-0.301569851788992	-2.04906091614872	-0.480767620299635
1.55375789872673	-1.9424273117529	-0.701891051583817
-1.28856133536963	-1.37512515884269	-2.43196293081359
0.510663535560521	-2.2029241741614	-0.66247474915169
1.03642449288668	-1.31584248583423	0.00726688196815562
-0.715040180729906	-2.12485287357615	-2.71733026353206
-0.951017395858048	-1.27650772395982	-1.60241695146824
-0.57561815532619	-1.40445668647354	-2.13803165126154
-1.33988181491578	-2.05649357665284	-1.35191113773177
0.607416597106524	-2.34057287244101	-0.102124792538824
-0.738637337281726	-1.44633187171311	-0.837140576114282
-2.39291181175566	-1.36864073133321	-2.2420446987978
0.744043971916033	-2.41885295688765	-1.12299064746054
-0.258807565612184	-2.16294793795853	-1.03058543185928
-2.20545514958018	-1.21657279590083	-3.27355973617131
0.351055862578173	-1.56309192494193	-2.9286140198624
-1.14213554165101	-2.31735029956653	-1.85229222206967
0.553839962732259	-1.44337110775369	-0.364200830468017
0.175030962820919	-1.7597615577612	-2.95728922784717
-1.77578118756	-1.55534193016959	-0.298253782770969
-0.437919306455231	-1.50502143914735	-1.32761556418041
0.636642950511352	-1.83528397380048	0.210359357390749
-0.959251342748858	-1.30811635080786	-2.29870529674676
-0.262849506093681	-1.71726729712021	-0.874216702051983
0.422836132264461	-1.50311703292174	-3.02255466360175
-0.443102755737378	-1.88542227390232	-1.54692702822951
-2.43525959035192	-1.8049955898199	-1.77519173336755
-1.75183498912675	-1.57223453446924	-2.5860773897001
0.99828799789053	-0.545825406399782	-0.791894183647842
